Date,State,Temperature_2m_max,Temperature_2m_min,Temperature_2m_mean,Precipitation_sum
2017-12-26,Iowa,-11.721499,-16.8215,-14.542333,0.0
2017-12-27,Iowa,-12.4215,-19.771502,-16.159,0.0
2017-12-28,Iowa,-9.5215,-15.0215,-13.408998,3.0
2017-12-29,Iowa,-8.6215,-11.3715,-9.888166,4.5
2017-12-30,Iowa,-11.3215,-22.021502,-18.556917,0.4
2017-12-31,Iowa,-20.8215,-25.671501,-22.692331,1.1
2018-01-01,Iowa,-21.771502,-29.171501,-26.661081,0.0
2018-01-02,Iowa,-13.2715,-29.421501,-23.57775,0.0
2018-01-03,Iowa,-7.7714996,-16.6215,-12.356917,1.1
2018-01-04,Iowa,-14.721499,-24.671501,-19.567335,0.3
2018-01-05,Iowa,-14.221499,-19.1215,-15.936085,0.8000001
2018-01-06,Iowa,-13.2715,-24.5715,-20.058998,0.0
2018-01-07,Iowa,1.1784999,-12.8215,-6.3964996,0.0
2018-01-08,Iowa,3.0284998,-9.721499,-2.738166,0.0
2018-01-09,Iowa,5.1285,-1.9714999,0.6243334,0.0
2018-01-10,Iowa,7.1785,-0.37150002,2.216,0.0
2018-01-11,Iowa,5.1285,-11.971499,-1.9715,4.4999995
2018-01-12,Iowa,-11.3215,-18.271502,-14.777751,0.0
2018-01-13,Iowa,-11.221499,-18.171501,-15.2715,0.0
2018-01-14,Iowa,-4.8715,-17.4715,-12.252749,0.0
2018-01-15,Iowa,-5.2215,-17.8215,-12.619416,3.2
2018-01-16,Iowa,-11.2715,-20.5715,-17.192333,0.0
2018-01-17,Iowa,-5.1215,-18.6215,-13.929835,0.0
2018-01-18,Iowa,1.5785,-8.1715,-5.417333,0.0
2018-01-19,Iowa,7.5785003,-2.7715,0.40766683,0.0
2018-01-20,Iowa,7.8285003,-3.4215,1.77225,0.0
2018-01-21,Iowa,4.8785,0.37849998,3.8514168,1.6
2018-01-22,Iowa,8.528501,1.3785,4.6597505,20.699999
2018-01-23,Iowa,0.6285,-3.9715002,-1.7360835,2.4999998
2018-01-24,Iowa,2.5284998,-7.7714996,-3.7652493,0.0
2018-01-25,Iowa,8.1285,-3.5715,0.25350013,0.0
2018-01-26,Iowa,12.8285,2.7784998,7.0743337,0.0
2018-01-27,Iowa,9.9785,-3.2215002,3.1535003,0.1
2018-01-28,Iowa,3.8285,-5.1714997,-2.4194167,0.0
2018-01-29,Iowa,-3.2215002,-9.6215,-6.750666,0.0
2018-01-30,Iowa,2.8285,-11.0215,-5.8402486,0.0
2018-01-31,Iowa,5.2285004,-0.1715,2.6201665,0.0
2018-02-01,Iowa,0.6285,-14.1715,-7.3090005,0.0
2018-02-02,Iowa,-4.5715,-15.971499,-11.517334,0.2
2018-02-03,Iowa,5.6285,-6.3215,-1.4902495,1.6000001
2018-02-04,Iowa,1.4784999,-12.6215,-7.1819158,0.5
2018-02-05,Iowa,-10.971499,-15.5715,-13.592332,9.1
2018-02-06,Iowa,-12.0215,-22.021502,-17.431917,0.0
2018-02-07,Iowa,-14.1215,-17.4715,-14.927751,0.6
2018-02-08,Iowa,-8.221499,-19.921501,-12.804833,2.4
2018-02-09,Iowa,-7.7714996,-12.7715,-9.806916,3.1999996
2018-02-10,Iowa,-13.1715,-15.471499,-14.315251,2.8
2018-02-11,Iowa,-12.6715,-15.4215,-14.244416,2.6999998
2018-02-12,Iowa,-12.7715,-17.421501,-15.50275,0.0
2018-02-13,Iowa,-3.7715,-14.9215,-9.838164,0.1
2018-02-14,Iowa,2.4785,-4.3715,-1.4110829,0.0
2018-02-15,Iowa,2.8285,-0.3215,1.7993332,0.0
2018-02-16,Iowa,0.7785,-14.7715,-7.8110833,0.0
2018-02-17,Iowa,0.7785,-11.1715,-4.99025,1.2
2018-02-18,Iowa,10.4285,-10.0215,-0.9173331,0.0
2018-02-19,Iowa,6.2285004,0.1785,3.6764162,3.1000001
2018-02-20,Iowa,0.4285,-3.3215,-2.0131664,2.8000002
2018-02-21,Iowa,-2.4715002,-12.721499,-8.154833,0.0
2018-02-22,Iowa,-1.0215,-6.2215,-3.9714994,8.0
2018-02-23,Iowa,2.9785,-2.1215,0.17433329,5.7
2018-02-24,Iowa,1.5785,-5.5214996,-2.6944168,3.5
2018-02-25,Iowa,6.9785004,-4.9214997,0.0639166,1.8000001
2018-02-26,Iowa,13.4285,-4.2215,1.7264166,0.0
2018-02-27,Iowa,16.3785,0.4285,7.1889167,0.0
2018-02-28,Iowa,12.278501,-0.22150001,5.8972497,2.0
2018-03-01,Iowa,8.028501,-1.5215001,3.9160001,0.4
2018-03-02,Iowa,8.8785,-5.5715,0.27016675,0.0
2018-03-03,Iowa,11.7285,0.5785,4.8889165,0.0
2018-03-04,Iowa,12.8785,2.3785,6.774334,0.0
2018-03-05,Iowa,10.5785,1.9784999,5.38475,9.8
2018-03-06,Iowa,2.2285,-2.3715,0.022249987,4.2999997
2018-03-07,Iowa,0.9285,-5.7714996,-2.1277497,0.0
2018-03-08,Iowa,1.2785001,-7.8215,-3.7944167,0.0
2018-03-09,Iowa,4.4285,-6.5715,-2.4256663,0.0
2018-03-10,Iowa,5.9285,-3.4715002,0.10558333,2.2
2018-03-11,Iowa,5.8785,-0.4715,2.0555835,2.3
2018-03-12,Iowa,7.1285,-1.8715,1.8389168,0.0
2018-03-13,Iowa,4.7785,-3.9215,-0.3131669,0.0
2018-03-14,Iowa,14.6285,-6.2215,1.3993331,0.0
2018-03-15,Iowa,10.9285,-3.4215,4.3264165,0.0
2018-03-16,Iowa,6.9285,-1.7715001,1.541,4.7999997
2018-03-17,Iowa,6.2285004,-0.8715,1.6680833,11.400001
2018-03-18,Iowa,8.3785,-2.5715,2.8889167,0.0
2018-03-19,Iowa,11.8785,0.4785,5.613917,0.0
2018-03-20,Iowa,8.3785,-1.3715,1.9847503,0.3
2018-03-21,Iowa,7.3785,-4.7215,0.94933337,0.3
2018-03-22,Iowa,7.6285,-1.6715,2.9576666,0.0
2018-03-23,Iowa,7.3785,0.6285,4.103501,0.70000005
2018-03-24,Iowa,7.1285,-1.1715,0.9826668,23.099998
2018-03-25,Iowa,4.6285,-2.4215,0.16391662,0.0
2018-03-26,Iowa,3.8285,-0.7215,1.7764167,6.0
2018-03-27,Iowa,8.028501,0.1285,3.8222501,1.7
2018-03-28,Iowa,12.4285,-2.9215,3.1118336,0.0
2018-03-29,Iowa,8.8285,-0.9715,3.7576668,0.0
2018-03-30,Iowa,9.0785,-1.4714999,2.6618333,0.1
2018-03-31,Iowa,10.028501,2.1285,5.461834,6.4
2018-04-01,Iowa,0.7785,-7.4715,-4.2131658,0.0
2018-04-02,Iowa,6.0785003,-6.9214997,-2.0465,0.0
2018-04-03,Iowa,2.6285,-0.22150001,0.7639167,3.5000002
2018-04-04,Iowa,1.6784999,-10.3715,-4.8840003,0.1
2018-04-05,Iowa,8.4785,-3.6215,1.6201668,0.0
2018-04-06,Iowa,7.0285,-4.9214997,-1.2985831,0.0
2018-04-07,Iowa,4.2785,-9.6215,-4.167332,0.0
2018-04-08,Iowa,1.4284999,-4.8715,-2.4131663,3.4
2018-04-09,Iowa,3.6285,-2.4215,-0.29649985,1.9000002
2018-04-10,Iowa,10.0785,-3.4215,1.7493334,0.0
2018-04-11,Iowa,17.228498,1.5285001,8.45975,0.0
2018-04-12,Iowa,17.6785,6.0285,12.661834,0.0
2018-04-13,Iowa,15.8285,8.1285,11.045166,24.800001
2018-04-14,Iowa,8.6785,1.1784999,3.493083,32.500004
2018-04-15,Iowa,1.7284999,-4.2215,-1.8944167,9.2
2018-04-16,Iowa,-0.021500003,-6.5715,-3.538166,0.4
2018-04-17,Iowa,7.8285003,-5.9214997,-0.24024998,0.0
2018-04-18,Iowa,6.5285,-0.6215,1.0972499,7.9000006
2018-04-19,Iowa,8.8285,-2.5215,1.8930832,0.0
2018-04-20,Iowa,12.8285,-3.0215,4.5035005,0.0
2018-04-21,Iowa,12.778501,5.3785,8.972251,0.0
2018-04-22,Iowa,17.1785,4.5785003,10.418083,0.0
2018-04-23,Iowa,18.978498,5.8285003,12.259749,0.0
2018-04-24,Iowa,21.228498,4.8285003,13.25975,0.0
2018-04-25,Iowa,17.828499,6.7785,11.963917,0.0
2018-04-26,Iowa,19.228498,4.3785,11.149335,0.0
2018-04-27,Iowa,20.6785,3.7784998,12.3035,0.1
2018-04-28,Iowa,14.8785,4.2285004,9.311833,0.0
2018-04-29,Iowa,17.828499,3.6285,9.982669,0.0
2018-04-30,Iowa,26.1285,11.1785,17.057665,0.0
2018-05-01,Iowa,24.0285,16.1285,19.897245,2.6999998
2018-05-02,Iowa,22.3785,18.0285,19.945166,7.0
2018-05-03,Iowa,22.228498,12.778501,17.107666,24.3
2018-05-04,Iowa,23.9285,12.1285,17.49725,23.000002
2018-05-05,Iowa,26.0285,9.5785,16.780582,0.8
2018-05-06,Iowa,24.1285,12.4785,18.622248,0.4
2018-05-07,Iowa,24.2785,9.2285,17.634748,0.0
2018-05-08,Iowa,25.6285,13.1785,19.051416,0.0
2018-05-09,Iowa,23.6285,16.078499,19.58475,8.000001
2018-05-10,Iowa,23.1285,12.5785,17.780582,0.0
2018-05-11,Iowa,19.9285,12.5785,15.255582,1.9000001
2018-05-12,Iowa,15.8785,8.4785,11.363917,6.2
2018-05-13,Iowa,17.8785,11.7285,13.707668,17.5
2018-05-14,Iowa,24.9285,14.2285,18.876415,7.9999995
2018-05-15,Iowa,24.6285,14.1785,19.713915,0.2
2018-05-16,Iowa,25.328499,13.1785,19.634748,0.0
2018-05-17,Iowa,26.228498,15.1285,21.091,0.0
2018-05-18,Iowa,25.478498,14.528501,20.382666,0.0
2018-05-19,Iowa,25.2785,14.2285,19.747248,8.4
2018-05-20,Iowa,20.2785,12.9285,16.928501,3.2
2018-05-21,Iowa,18.6285,13.3785,15.524334,3.1999996
2018-05-22,Iowa,25.6785,12.028501,18.405584,0.1
2018-05-23,Iowa,27.8785,16.6785,21.943079,1.5
2018-05-24,Iowa,28.978498,18.4285,24.041,0.0
2018-05-25,Iowa,28.9285,19.8785,24.205582,0.4
2018-05-26,Iowa,31.9285,18.328499,24.753502,1.3
2018-05-27,Iowa,33.828503,16.6785,25.326416,1.6
2018-05-28,Iowa,31.828499,18.978498,25.64933,0.0
2018-05-29,Iowa,30.1785,19.478498,24.918083,3.7999997
2018-05-30,Iowa,27.1785,19.6285,23.222252,3.4
2018-05-31,Iowa,29.078499,17.3785,23.599333,0.0
2018-06-01,Iowa,31.4285,18.2785,24.97225,0.0
2018-06-02,Iowa,29.6285,18.328499,23.213913,3.0
2018-06-03,Iowa,23.728498,14.6285,19.484747,0.0
2018-06-04,Iowa,26.3785,11.6785,19.436832,0.0
2018-06-05,Iowa,29.828499,16.328499,22.61183,0.0
2018-06-06,Iowa,31.4285,17.9285,23.978498,0.0
2018-06-07,Iowa,28.7785,18.578499,22.920166,0.2
2018-06-08,Iowa,28.728498,20.6785,24.486834,0.1
2018-06-09,Iowa,30.578499,19.0285,24.453499,2.4
2018-06-10,Iowa,28.3785,18.978498,23.326414,6.7999997
2018-06-11,Iowa,28.6285,17.6285,22.518082,0.5
2018-06-12,Iowa,28.978498,18.978498,23.186834,0.4
2018-06-13,Iowa,28.0285,16.578499,22.15558,0.5
2018-06-14,Iowa,26.228498,15.8285,19.715998,55.0
2018-06-15,Iowa,33.2285,21.228498,26.211832,0.0
2018-06-16,Iowa,32.1785,21.8785,27.980585,0.0
2018-06-17,Iowa,32.4285,24.5285,28.516,0.0
2018-06-18,Iowa,31.9285,25.228498,28.376413,0.6
2018-06-19,Iowa,28.478498,22.1285,24.557665,22.5
2018-06-20,Iowa,26.478498,20.6285,22.886831,8.2
2018-06-21,Iowa,23.5285,15.978499,19.97225,16.600002
2018-06-22,Iowa,23.728498,16.3785,19.380583,0.4
2018-06-23,Iowa,23.8785,15.028501,20.255583,0.4
2018-06-24,Iowa,26.978498,17.078499,21.751413,0.8000001
2018-06-25,Iowa,24.728498,18.978498,21.88475,1.8000002
2018-06-26,Iowa,24.2785,19.1785,21.505583,25.900003
2018-06-27,Iowa,28.1785,17.078499,22.345161,0.0
2018-06-28,Iowa,30.328499,19.9285,24.90558,0.0
2018-06-29,Iowa,33.5285,24.0285,28.111832,0.0
2018-06-30,Iowa,32.3785,24.978498,27.70975,3.5
2018-07-01,Iowa,26.078499,21.4285,23.72225,16.4
2018-07-02,Iowa,27.5285,16.1285,22.693079,0.0
2018-07-03,Iowa,30.478498,19.3785,24.505579,0.2
2018-07-04,Iowa,31.3785,23.1285,27.190996,2.1000001
2018-07-05,Iowa,29.6285,21.828499,25.751413,3.5999997
2018-07-06,Iowa,27.478498,17.7785,22.726416,0.0
2018-07-07,Iowa,25.8785,15.778501,21.124332,0.0
2018-07-08,Iowa,27.4285,15.8285,21.616,0.0
2018-07-09,Iowa,31.6785,17.2785,23.907663,0.0
2018-07-10,Iowa,30.3785,22.8785,26.855581,0.0
2018-07-11,Iowa,31.2785,20.6785,25.613916,0.0
2018-07-12,Iowa,33.4285,22.328499,27.09308,0.0
2018-07-13,Iowa,31.2785,23.728498,27.622248,6.5
2018-07-14,Iowa,28.578499,21.7785,24.82225,15.200002
2018-07-15,Iowa,28.7785,20.978498,25.174332,0.4
2018-07-16,Iowa,28.228498,20.728498,24.515999,0.1
2018-07-17,Iowa,28.3785,17.1785,22.836836,0.0
2018-07-18,Iowa,27.578499,18.228498,23.334747,0.0
2018-07-19,Iowa,26.9285,19.478498,22.734747,9.9
2018-07-20,Iowa,25.5285,19.978498,22.953499,0.0
2018-07-21,Iowa,25.9285,18.1285,22.163916,0.0
2018-07-22,Iowa,26.978498,17.228498,22.078499,0.0
2018-07-23,Iowa,28.228498,17.3785,22.238914,0.0
2018-07-24,Iowa,26.8785,17.8785,23.04725,0.1
2018-07-25,Iowa,28.4285,16.4285,22.732664,0.1
2018-07-26,Iowa,26.4285,16.1285,21.68683,0.0
2018-07-27,Iowa,23.2785,13.528501,18.722248,0.0
2018-07-28,Iowa,23.828499,15.6285,19.832666,0.70000005
2018-07-29,Iowa,24.478498,16.0285,20.395164,0.5
2018-07-30,Iowa,25.728498,14.7285,20.653498,0.7
2018-07-31,Iowa,27.0285,15.978499,21.609749,0.0
2018-08-01,Iowa,28.978498,15.4785,22.599335,0.5
2018-08-02,Iowa,26.4285,16.2785,20.816,4.6000004
2018-08-03,Iowa,33.7785,18.228498,24.705584,0.0
2018-08-04,Iowa,32.1285,23.0285,27.286833,0.0
2018-08-05,Iowa,33.1785,20.8785,26.763916,0.1
2018-08-06,Iowa,29.078499,20.6285,24.05558,9.1
2018-08-07,Iowa,26.4285,20.1785,22.720163,30.600002
2018-08-08,Iowa,28.1785,15.6285,21.978495,0.0
2018-08-09,Iowa,31.328499,20.078499,25.184748,0.5
2018-08-10,Iowa,28.5285,19.1285,24.409746,0.0
2018-08-11,Iowa,29.478498,18.728498,24.101412,0.0
2018-08-12,Iowa,30.3785,18.328499,24.545166,0.0
2018-08-13,Iowa,31.2785,19.1285,25.3535,0.0
2018-08-14,Iowa,29.1285,20.828499,25.403502,0.0
2018-08-15,Iowa,28.0285,19.7785,23.340998,3.3999994
2018-08-16,Iowa,26.078499,19.8785,22.46808,6.7000003
2018-08-17,Iowa,27.8785,18.728498,22.920166,1.0000001
2018-08-18,Iowa,29.2785,18.3785,23.851416,0.1
2018-08-19,Iowa,28.6785,20.6285,24.463915,0.4
2018-08-20,Iowa,25.6285,19.9285,22.318083,37.5
2018-08-21,Iowa,24.1785,16.6785,20.295164,4.1
2018-08-22,Iowa,23.578499,13.6285,18.76808,0.0
2018-08-23,Iowa,25.7785,14.028501,19.293083,0.0
2018-08-24,Iowa,27.8785,17.6785,21.955582,2.5999997
2018-08-25,Iowa,30.0285,18.728498,24.320166,0.0
2018-08-26,Iowa,28.6785,22.7785,25.14933,2.8
2018-08-27,Iowa,31.478498,23.2785,27.363914,5.2999997
2018-08-28,Iowa,29.728498,20.1785,25.613916,22.1
2018-08-29,Iowa,22.078499,13.9785,18.49933,8.400001
2018-08-30,Iowa,25.3785,14.0785,19.0035,0.0
2018-08-31,Iowa,28.1285,19.478498,22.957664,1.8
2018-09-01,Iowa,28.9285,19.5285,24.057665,40.699997
2018-09-02,Iowa,27.1285,21.078499,23.638916,14.3
2018-09-03,Iowa,25.1785,20.1785,22.54725,17.6
2018-09-04,Iowa,28.5285,21.6785,24.555586,10.9
2018-09-05,Iowa,24.6285,20.078499,22.382666,42.699993
2018-09-06,Iowa,23.8785,17.1285,20.355581,0.4
2018-09-07,Iowa,21.3785,15.5785,17.870165,6.4999995
2018-09-08,Iowa,21.228498,13.4785,17.02225,0.0
2018-09-09,Iowa,21.1785,12.028501,16.572248,0.0
2018-09-10,Iowa,23.328499,10.9785,16.997248,0.0
2018-09-11,Iowa,25.328499,14.9785,19.603498,0.0
2018-09-12,Iowa,25.578499,16.5285,21.074331,0.0
2018-09-13,Iowa,26.7785,17.3785,21.443083,0.2
2018-09-14,Iowa,28.7785,19.578499,23.607668,0.3
2018-09-15,Iowa,29.2785,19.6285,24.613914,0.1
2018-09-16,Iowa,28.3785,20.478498,24.376413,0.1
2018-09-17,Iowa,29.7785,19.728498,24.45975,0.1
2018-09-18,Iowa,26.978498,21.0285,23.751417,9.4
2018-09-19,Iowa,29.328499,18.578499,21.911833,13.2
2018-09-20,Iowa,30.8785,20.828499,25.457663,15.900001
2018-09-21,Iowa,29.228498,14.778501,18.990997,13.5
2018-09-22,Iowa,17.7785,7.8785,12.241,0.0
2018-09-23,Iowa,22.078499,10.6785,15.591,0.0
2018-09-24,Iowa,24.8785,13.1285,17.93475,0.0
2018-09-25,Iowa,21.478498,14.7285,18.197248,6.2
2018-09-26,Iowa,17.1285,9.3785,12.580583,0.0
2018-09-27,Iowa,20.228498,10.3785,14.076416,0.0
2018-09-28,Iowa,17.8785,9.5785,11.807668,0.90000004
2018-09-29,Iowa,11.8785,4.7285004,8.070167,2.1
2018-09-30,Iowa,14.1285,7.8785,10.224333,6.1
2018-10-01,Iowa,20.978498,10.3785,13.220166,25.4
2018-10-02,Iowa,17.478498,8.4785,12.299333,5.1
2018-10-03,Iowa,28.1785,15.6285,22.184752,0.4
2018-10-04,Iowa,25.328499,4.0285,11.199332,0.4
2018-10-05,Iowa,18.3785,10.3285,13.147252,7.4999995
2018-10-06,Iowa,15.3285,9.3785,12.161834,19.700003
2018-10-07,Iowa,14.4785,9.278501,11.322249,12.200001
2018-10-08,Iowa,22.978498,13.028501,16.670164,28.900002
2018-10-09,Iowa,22.578499,17.078499,19.71808,14.800003
2018-10-10,Iowa,20.978498,8.4285,15.7035,11.8
2018-10-11,Iowa,8.2285,3.1785,5.622251,0.0
2018-10-12,Iowa,7.2285004,1.6285,3.8389165,0.70000005
2018-10-13,Iowa,12.6285,2.9285,6.907667,0.0
2018-10-14,Iowa,9.1785,1.8285,5.9576664,2.2
2018-10-15,Iowa,7.0785003,-0.5715,2.7139165,0.1
2018-10-16,Iowa,15.278501,1.2785001,6.2430835,0.0
2018-10-17,Iowa,12.9785,2.8285,7.624335,0.0
2018-10-18,Iowa,16.828499,2.9785,7.9618325,0.0
2018-10-19,Iowa,19.328499,10.028501,13.076416,2.5
2018-10-20,Iowa,15.978499,4.5285,8.805583,0.0
2018-10-21,Iowa,12.4285,-1.7214999,3.691,0.0
2018-10-22,Iowa,16.1785,3.3285,9.422251,0.0
2018-10-23,Iowa,11.3285,1.3285,7.6535,0.0
2018-10-24,Iowa,12.528501,1.0285001,5.9847503,0.0
2018-10-25,Iowa,9.5785,5.9285,7.688917,0.5
2018-10-26,Iowa,12.9785,5.2785,8.5785,1.5000001
2018-10-27,Iowa,16.6285,3.7285,9.834748,0.0
2018-10-28,Iowa,13.9285,8.3285,11.699333,3.4
2018-10-29,Iowa,14.6285,2.3285,8.28475,0.0
2018-10-30,Iowa,15.4785,9.2285,11.424333,1.9000001
2018-10-31,Iowa,13.778501,3.7784998,9.2264185,0.0
2018-11-01,Iowa,13.528501,2.6785,7.955582,0.0
2018-11-02,Iowa,9.7285,5.3785,7.3805833,2.8
2018-11-03,Iowa,7.3785,3.3785,5.3597507,10.7
2018-11-04,Iowa,8.3785,6.2285004,7.280584,19.5
2018-11-05,Iowa,8.028501,3.8285,5.907667,5.1
2018-11-06,Iowa,7.1785,4.0785003,5.8597503,2.1
2018-11-07,Iowa,3.6285,-3.1715,0.6264167,0.0
2018-11-08,Iowa,1.3785,-5.1215,-2.1673331,0.3
2018-11-09,Iowa,0.1285,-5.4715,-2.0985835,1.4000001
2018-11-10,Iowa,-2.6215,-10.4215,-6.96525,0.0
2018-11-11,Iowa,6.4785004,-4.6714997,-0.4402496,0.0
2018-11-12,Iowa,-0.1715,-6.5214996,-3.6256664,0.0
2018-11-13,Iowa,-1.6215,-10.5215,-7.4548326,0.0
2018-11-14,Iowa,4.2785,-6.7215,-2.911083,0.0
2018-11-15,Iowa,6.6785,-5.2714996,-0.99024993,0.0
2018-11-16,Iowa,5.3785,0.4785,2.6055832,0.0
2018-11-17,Iowa,2.0284998,-3.0215,-0.26316673,9.900001
2018-11-18,Iowa,-0.0715,-10.971499,-5.3402495,0.5
2018-11-19,Iowa,3.0284998,-6.8715,-3.5006657,0.0
2018-11-20,Iowa,2.7285,-8.471499,-3.4569159,0.0
2018-11-21,Iowa,6.4285,-3.3215,0.15975012,0.0
2018-11-22,Iowa,10.528501,-2.3715,1.4826666,0.0
2018-11-23,Iowa,7.5285,3.9285,5.6389165,4.8
2018-11-24,Iowa,9.4285,-0.22150001,4.720167,0.70000005
2018-11-25,Iowa,3.2285,-1.9215,-0.10066667,2.1999998
2018-11-26,Iowa,-2.5715,-7.6714997,-5.261083,0.0
2018-11-27,Iowa,-2.6215,-10.1215,-7.4465003,0.0
2018-11-28,Iowa,-3.4215,-8.0715,-5.9110837,0.70000005
2018-11-29,Iowa,2.9785,-5.5715,-2.1214998,0.2
2018-11-30,Iowa,5.3785,-3.9215,-0.100666575,1.0
2018-12-01,Iowa,4.5785003,-0.22150001,1.6805834,13.000002
2018-12-02,Iowa,2.9285,-0.2715,1.3430834,9.9
2018-12-03,Iowa,-0.4715,-2.5715,-1.5548334,0.0
2018-12-04,Iowa,-2.9715002,-4.6215,-3.7902498,0.0
2018-12-05,Iowa,2.4785,-5.8215,-3.136083,0.0
2018-12-06,Iowa,-2.1715,-6.4715,-4.3319173,0.0
2018-12-07,Iowa,-1.3215001,-10.5715,-7.0277505,0.0
2018-12-08,Iowa,0.0785,-7.7215,-4.19025,0.0
2018-12-09,Iowa,0.5285,-8.5715,-5.0048327,0.0
2018-12-10,Iowa,0.97849995,-8.3215,-4.4631667,0.0
2018-12-11,Iowa,6.1285,-4.1714997,-1.0798333,0.0
2018-12-12,Iowa,3.8785,-4.6215,-0.14858338,0.0
2018-12-13,Iowa,4.7285004,-1.4714999,1.1305834,0.0
2018-12-14,Iowa,5.9285,-5.6215,-0.84024996,0.0
2018-12-15,Iowa,7.8285003,-5.2714996,-0.16524987,0.0
2018-12-16,Iowa,9.0785,-1.5715001,1.9285002,0.0
2018-12-17,Iowa,6.2785,-2.7715,0.45558324,0.0
2018-12-18,Iowa,9.7285,-0.7215,2.6180832,0.0
2018-12-19,Iowa,11.0785,3.0284998,6.2097507,0.0
2018-12-20,Iowa,6.6285,0.6785,3.224333,0.70000005
2018-12-21,Iowa,0.1785,-3.5715,-1.4527498,0.0
2018-12-22,Iowa,3.6285,-4.9715,-2.0069165,0.0
2018-12-23,Iowa,3.8285,-4.0715,-1.3131669,0.0
2018-12-24,Iowa,2.7285,-6.3215,-2.9506667,0.0
2018-12-25,Iowa,6.0785003,-2.0215,1.3910002,0.0
2018-12-26,Iowa,3.2784998,-1.6215,0.44099998,5.8
2018-12-27,Iowa,9.5785,2.5785,6.226417,29.000002
2018-12-28,Iowa,7.8785,-6.5715,-2.1944168,1.7000002
2018-12-29,Iowa,-4.8715,-11.721499,-8.731916,0.0
2018-12-30,Iowa,4.9785004,-8.9215,-4.038166,0.0
2018-12-31,Iowa,1.4784999,-2.2215002,0.013916704,7.6
2019-01-01,Iowa,-0.7215,-9.0715,-5.656916,0.2
2019-01-02,Iowa,-0.0715,-10.1215,-6.875666,0.0
2019-01-03,Iowa,8.778501,-4.9214997,-0.99233323,0.0
2019-01-04,Iowa,9.1285,-2.4715002,2.0389166,0.0
2019-01-05,Iowa,10.2285,-1.0215,2.6930835,0.0
2019-01-06,Iowa,5.8785,-0.37150002,2.2326665,0.0
2019-01-07,Iowa,9.5785,5.1285,7.74725,6.8
2019-01-08,Iowa,6.6285,1.7284999,3.4514167,0.0
2019-01-09,Iowa,0.97849995,-9.8715,-5.2256665,0.0
2019-01-10,Iowa,-0.2715,-8.7715,-6.1444163,0.0
2019-01-11,Iowa,0.97849995,-5.0214996,-2.4548333,0.0
2019-01-12,Iowa,-0.9715,-2.9215,-2.0465,11.000001
2019-01-13,Iowa,-1.8715,-7.6215,-4.1777496,0.5
2019-01-14,Iowa,-1.1715,-13.1215,-6.6298313,0.0
2019-01-15,Iowa,-0.6715,-4.8215,-3.1485834,0.0
2019-01-16,Iowa,-1.1715,-7.8715,-3.8485832,0.0
2019-01-17,Iowa,-1.1215,-4.2215,-2.7944164,0.3
2019-01-18,Iowa,-3.9715002,-13.0215,-7.981916,0.6
2019-01-19,Iowa,-5.2714996,-15.1215,-9.877749,6.0999994
2019-01-20,Iowa,-14.5715,-19.9715,-17.123583,1.3000001
2019-01-21,Iowa,-10.0715,-19.771502,-16.248583,0.0
2019-01-22,Iowa,-2.8215,-9.971499,-6.1589985,3.2
2019-01-23,Iowa,-5.2714996,-12.7715,-8.842333,10.2
2019-01-24,Iowa,-6.0214996,-16.3715,-11.829833,0.0
2019-01-25,Iowa,-13.6215,-27.021502,-20.379833,0.6
2019-01-26,Iowa,-9.1215,-25.3215,-18.592335,2.1
2019-01-27,Iowa,-7.3715,-23.171501,-15.586085,0.4
2019-01-28,Iowa,1.7284999,-15.5715,-7.8694167,5.2999997
2019-01-29,Iowa,-15.7715,-22.3715,-18.300665,0.0
2019-01-30,Iowa,-21.9715,-32.5715,-28.098585,0.0
2019-01-31,Iowa,-18.9715,-33.171497,-26.477755,1.4000001
2019-02-01,Iowa,-10.971499,-21.3715,-17.594416,0.0
2019-02-02,Iowa,4.2785,-10.3215,0.47016653,0.0
2019-02-03,Iowa,10.9285,4.1785,7.9076667,1.2
2019-02-04,Iowa,8.5785,-5.0715,2.2764165,2.6000001
2019-02-05,Iowa,-3.1715,-13.8215,-9.97775,0.8
2019-02-06,Iowa,0.7785,-7.3715,-4.1610827,2.0
2019-02-07,Iowa,-2.7715,-13.3215,-7.594417,4.4
2019-02-08,Iowa,-11.471499,-19.4715,-16.217333,0.0
2019-02-09,Iowa,-3.5715,-15.9215,-12.075667,0.0
2019-02-10,Iowa,-4.2215,-7.6215,-5.425667,5.7999997
2019-02-11,Iowa,-1.5715001,-10.2715,-5.55275,3.1
2019-02-12,Iowa,-2.2215002,-10.5215,-4.294417,9.700003
2019-02-13,Iowa,-10.0215,-18.3215,-14.594418,0.0
2019-02-14,Iowa,1.0285001,-10.3715,-2.5089998,0.0
2019-02-15,Iowa,-10.1715,-20.2215,-16.675667,0.0
2019-02-16,Iowa,-8.971499,-21.4715,-15.094417,0.0
2019-02-17,Iowa,-4.0715,-10.221499,-5.904833,11.999999
2019-02-18,Iowa,-4.4214997,-13.221499,-8.929833,0.70000005
2019-02-19,Iowa,-10.4215,-22.4715,-17.098585,0.0
2019-02-20,Iowa,-1.4714999,-9.9215,-4.313167,10.6
2019-02-21,Iowa,-2.6715,-14.2715,-9.794415,0.0
2019-02-22,Iowa,-3.9715002,-13.471499,-9.948583,0.0
